A1CF	Q9NQ94
SNX18	Q96RF0
SNX2	O60749
SNX27	Q96L92
SNX3	O60493
SNX4	O95219
SNX5	Q9Y5X3
SNX6	Q9UNH7
SNX9	Q9Y5X1
SOAT1	P35610
SOD2	P04179
SOGA3	Q5TF21
SON	P18583
SORBS1	Q9BX66
SORBS2	O94875
SORD	Q00796
SORL1	Q92673
SORT1	Q99523
SOWAHC	Q53LP3
SOX3	P41225
SP100	P23497
SPA17	Q15506
SPAG5	Q96R06
SPAG7	O75391
SPAG9	O60271
SPART	Q8N0X7
SPATA2	Q9UM82
SPATA5	Q8NB90
SPATS2	Q86XZ4
SPATS2L	Q9NUQ6
SPC25	Q9HBM1
SPCS2	Q15005
SPDL1	Q96EA4
SPECC1L	Q69YQ0
SPEN	Q96T58
SPHK2	Q9NRA0
SPICE1	Q8N0Z3
SPOUT1	Q5T280
SPR	P35270
SPTAN1	Q13813
SPTBN1	Q01082
SPTBN2	O15020
SPTBN5	Q9NRC6
SPTY2D1	Q68D10
SQOR	Q9Y6N5
SQSTM1	Q13501
SRBD1	Q8N5C6
SRCAP	Q6ZRS2
SREK1	Q8WXA9
SRFBP1	Q8NEF9
SRGAP2	O75044
SRI	P30626
SRM	P19623
SRP14	P37108
SRP19	P09132
SRP54	P61011
SRP68	Q9UHB9
SRP72	O76094
SRP9	P49458
SRPK1	Q96SB4
SRPK2	P78362
SRPRA	P08240
SRPRB	Q9Y5M8
SRRM1	Q8IYB3
SRRM2	Q9UQ35
SRRT	Q9BXP5
SRSF1	Q07955
SRSF10	O75494
SRSF11	Q05519
SRSF12	Q8WXF0
SRSF2	Q01130
SRSF3	P84103
SRSF4	Q08170
SRSF5	Q13243
SRSF6	Q13247
SRSF7	Q16629
SRSF8	Q9BRL6
SRSF9	Q13242
SSB	P05455
SSBP1	Q04837
SSH1	Q8WYL5
SSR1	P43307
SSRP1	Q08945
SST	P61278
SSTR3	P32745
SSU72	Q9NP77
SSX2IP	Q9Y2D8
ST13	P50502
ST7	Q9NRC1
STAG1	Q8WVM7
STAG2	Q8N3U4
STAM	Q92783
STAM2	O75886
STAMBP	O95630
STARD9	Q9P2P6
STAT1	P42224
STAT3	P40763
STAT5B	P51692
STAT6	P42226
STAU1	O95793
STAU2	Q9NUL3
STIM1	Q13586
STIP1	P31948
STK10	O94804
STK11IP	Q8N1F8
STK17B	O94768
STK24	Q9Y6E0
STK26	Q9P289
STK3	Q13188
STK32A	Q8WU08
STK39	Q9UEW8
STK4	Q13043
STMN1	P16949
STOM	P27105
STRADA	Q7RTN6
STRADB	Q9C0K7
STRAP	Q9Y3F4
STRBP	Q96SI9
STRIP1	Q5VSL9
STRN	O43815
STRN3	Q13033
STRN4	Q9NRL3
STT3A	P46977
STUB1	Q9UNE7
STX18	Q9P2W9
STX7	O15400
STXBP1	P61764
STXBP3	O00186
STXBP4	Q6ZWJ1
STYX	Q8WUJ0
SUB1	P53999
SUCLA2	Q9P2R7
SUCLG1	P53597
SUCLG2	Q96I99
SUCO	Q9UBS9
SUDS3	Q9H7L9
SUGP1	Q8IWZ8
SUGP2	Q8IX01
SUGT1	Q9Y2Z0
SUMF2	Q8NBJ7
SUMO1	P63165
SUMO2	P61956
SUMO3	P55854
SUN1	O94901
SUPT16H	Q9Y5B9
SUPT5H	O00267
SUPT6H	Q7KZ85
SUPV3L1	Q8IYB8
SURF2	Q15527
SURF6	O75683
SUSD5	O60279
SUZ12	Q15022
SVIL	O95425
SWAP70	Q9UH65
SYAP1	Q96A49
SYCP3	Q8IZU3
SYF2	O95926
SYMPK	Q92797
SYNCRIP	O60506
SYNE1	Q8NF91
SYNE2	Q8WXH0
SYNRG	Q9UMZ2
SYPL1	Q16563
TAB1	Q15750
TAB2	Q9NYJ8
TACC2	O95359
TACC3	Q9Y6A5
TACO1	Q9BSH4
TAF15	Q92804
TAF2	Q6P1X5
TAF5	Q15542
TAF6	P49848
TAF7	Q15545
TAF8	Q7Z7C8
TAF9	Q16594
TAGLN	Q01995
TAGLN2	P37802
TAGLN3	Q9UI15
TALDO1	P37837
TANC1	Q9C0D5
TAOK1	Q7L7X3
TAOK2	Q9UL54
TAOK3	Q9H2K8
TAP1	Q03518
TARBP1	Q13395
TARBP2	Q15633
TARDBP	Q13148
TARS	P26639
TARS2	Q9BW92
TAS2R39	P59534
TATDN1	Q6P1N9
TBC1D10B	Q4KMP7
TBC1D13	Q9NVG8
TBC1D15	Q8TC07
TBC1D2	Q9BYX2
TBC1D23	Q9NUY8
TBC1D2B	Q9UPU7
TBC1D31	Q96DN5
TBC1D4	O60343
TBC1D5	Q92609
TBC1D9B	Q66K14
TBCA	O75347
TBCB	Q99426
TBCD	Q9BTW9
TBCE	Q15813
TBK1	Q9UHD2
TBKBP1	A7MCY6
TBL1XR1	Q9BZK7
TBL2	Q9Y4P3
TBL3	Q12788
TBP	P20226
TBRG1	Q3YBR2
TBRG4	Q969Z0
TCAF1	Q9Y4C2
TCAP	O15273
TCEA1	P23193
TCEAL4	Q96EI5
TCERG1	O14776
TCF20	Q9UGU0
TCF25	Q9BQ70
TCHP	Q9BT92
TCOF1	Q13428
TCP1	P17987
TDGF1	P13385
TDP1	Q9NUW8
TDP2	O95551
TDRD3	Q9H7E2
TDRD7	Q8NHU6
TECR	Q9NZ01
TEFM	Q96QE5
TELO2	Q9Y4R8
TENT4B	Q8NDF8
TENT5A	Q96IP4
TERF2	Q15554
TERF2IP	Q9NYB0
TES	Q9UGI8
TEX10	Q9NXF1
TEX14	Q8IWB6
TF	P02787
TFAM	Q00059
TFAP4	Q01664
TFB1M	Q8WVM0
TFB2M	Q9H5Q4
TFCP2	Q12800
TFDP1	Q14186
TFG	Q92734
TFIP11	Q9UBB9
TFRC	P02786
TGM2	P21980
TGOLN2	O43493
TGS1	Q96RS0
THADA	Q6YHU6
THAP12	O43422
THOC1	Q96FV9
THOC2	Q8NI27
THOC3	Q96J01
THOC5	Q13769
THOC6	Q86W42
THOP1	P52888
THRA	P10827
THRAP3	Q9Y2W1
THUMPD1	Q9NXG2
THUMPD3	Q9BV44
TIA1	P31483
TIAL1	Q01085
TIGAR	Q9NQ88
TIMELESS	Q9UNS1
TIMM13	Q9Y5L4
TIMM44	O43615
TIPIN	Q9BVW5
TIPRL	O75663
TJP1	Q07157
TJP2	Q9UDY2
TK1	P04183
TKFC	Q3LXA3
TKT	P29401
TLDC1	Q6P9B6
TLE3	Q04726
TLK2	Q86UE8
TLN1	Q9Y490
TLN2	Q9Y4G6
TM9SF2	Q99805
TM9SF3	Q9HD45
TMA16	Q96EY4
TMA7	Q9Y2S6
TMED10	P49755
TMED8	Q6PL24
TMEM106B	Q9NUM4
TMEM131	Q92545
TMEM131L	A2VDJ0
TMEM165	Q9HC07
TMEM214	Q6NUQ4
TMEM237	Q96Q45
TMEM263	Q8WUH6
TMEM63B	Q5T3F8
TMEM87A	Q8NBN3
TMF1	P82094
TMOD3	Q9NYL9
TMPO	P42166
TMSB4X	P62328
TMTC3	Q6ZXV5
TNIK	Q9UKE5
TNKS	O95271
TNKS1BP1	Q9C0C2
TNPO1	Q92973
TNPO2	O14787
TNPO3	Q9Y5L0
TNRC6A	Q8NDV7
TNRC6B	Q9UPQ9
TNRC6C	Q9HCJ0
TNS1	Q9HBL0
TNS3	Q68CZ2
TOE1	Q96GM8
TOM1	O60784
TOMM34	Q15785
TOMM70	O94826
TONSL	Q96HA7
TOP1	P11387
TOP2A	P11388
TOP2B	Q02880
TOP3A	Q13472
TOP3B	O95985
TOPBP1	Q92547
TOR1A	O14656
TOR1AIP2	Q8NFQ8
TOR1B	O14657
TOR4A	Q9NXH8
TOX4	O94842
TP53	P04637
TP53BP1	Q12888
TP53BP2	Q13625
TP53I3	Q53FA7
TP53RK	Q96S44
TPBG	Q13641
TPD52L2	O43399
TPI1	P60174
TPM1	P09493
TPM2	P07951
TPM3	P06753
TPM4	P67936
TPMT	P51580
TPP1	O14773
TPP2	P29144
TPR	P12270
TPRKB	Q9Y3C4
TPT1	P13693
TPX2	Q9ULW0
TRA2A	Q13595
TRA2B	P62995
TRAF2	Q12933
TRAF3IP1	Q8TDR0
TRAF3IP2	O43734
TRAF6	Q9Y4K3
TRAFD1	O14545
TRAM1	Q15629
TRAP1	Q12931
TRAPPC11	Q7Z392
TRAPPC12	Q8WVT3
TRAPPC3	O43617
TRDMT1	O14717
TRIM21	P19474
TRIM24	O15164
TRIM25	Q14258
TRIM26	Q12899
TRIM27	P14373
TRIM28	Q13263
TRIM33	Q9UPN9
TRIM56	Q9BRZ2
TRIM71	Q2Q1W2
TRIO	O75962
TRIP10	Q15642
TRIP11	Q15643
TRIP12	Q14669
TRIP13	Q15645
TRIP4	Q15650
TRIP6	Q15654
TRIR	Q9BQ61
TRMT1	Q9NXH9
TRMT10A	Q8TBZ6
TRMT10C	Q7L0Y3
TRMT11	Q7Z4G4
TRMT112	Q9UI30
TRMT1L	Q7Z2T5
TRMT2A	Q8IZ69
TRMT5	Q32P41
TRMT6	Q9UJA5
TRMT61A	Q96FX7
TRMT61B	Q9BVS5
TRNAU1AP	Q9NX07
TRNT1	Q96Q11
TRPC3	Q13507
TRPC7	Q9HCX4
TRPM3	Q9HCF6
TRRAP	Q9Y4A5
TRUB1	Q8WWH5
TRUB2	O95900
TSC1	Q92574
TSC2	P49815
TSEN34	Q9BSV6
TSFM	P43897
TSG101	Q99816
TSN	Q15631
TSNAX	Q99598
TSPYL1	Q9H0U9
TSPYL5	Q86VY4
TSR1	Q2NL82
TSR2	Q969E8
TSR3	Q9UJK0
TSSC4	Q9Y5U2
TSSK6	Q9BXA6
TST	Q16762
TSTA3	Q13630
TTC1	Q99614
TTC17	Q96AE7
TTC27	Q6P3X3
TTC33	Q6PID6
TTC37	Q6PGP7
TTC38	Q5R3I4
TTC4	O95801
TTC5	Q8N0Z6
TTF1	Q15361
TTF2	Q9UNY4
TTI1	O43156
TTK	P33981
TTLL12	Q14166
TTLL4	Q14679
TTN	Q8WZ42
TUBA1A	Q71U36
TUBA1B	P68363
TUBA1C	Q9BQE3
TUBA3C	P0DPH7
TUBA4A	P68366
TUBB	P07437
TUBB2A	Q13885
TUBB2B	Q9BVA1
TUBB3	Q13509
TUBB4A	P04350
TUBB4B	P68371
TUBB6	Q9BUF5
TUBB8	Q3ZCM7
TUBG1	P23258
TUBGCP2	Q9BSJ2
TUBGCP3	Q96CW5
TUBGCP6	Q96RT7
TUFM	P49411
TUFT1	Q9NNX1
TUT1	Q9H6E5
TUT4	Q5TAX3
TUT7	Q5VYS8
TWF1	Q12792
TWF2	Q6IBS0
TWISTNB	Q3B726
TXK	P42681
TXLNA	P40222
TXLNG	Q9NUQ3
TXN	P10599
TXNDC12	O95881
TXNDC17	Q9BRA2
TXNDC5	Q8NBS9
TXNDC9	O14530
TXNIP	Q9H3M7
TXNL1	O43396
TXNRD1	Q16881
TYMS	P04818
TYW3	Q6IPR3
U2AF1	Q01081
U2AF2	P26368
U2SURP	O15042
UACA	Q9BZF9
UAP1	Q16222
UBA1	P22314
UBA2	Q9UBT2
UBA3	Q8TBC4
UBA5	Q9GZZ9
UBA52	P62987
UBA6	A0AVT1
UBAP2	Q5T6F2
UBAP2L	Q14157
UBC	P0CG48
UBE2C	O00762
UBE2D3	P61077
UBE2E1	P51965
UBE2I	P63279
UBE2K	P61086
UBE2L3	P68036
UBE2M	P61081
UBE2N	P61088
UBE2O	Q9C0C9
UBE2Q1	Q7Z7E8
UBE2S	Q16763
UBE2T	Q9NPD8
UBE2V1	Q13404
UBE2V2	Q15819
UBE3A	Q05086
UBE3C	Q15386
UBE4A	Q14139
UBE4B	O95155
UBFD1	O14562
UBL4A	P11441
UBL5	Q9BZL1
UBL7	Q96S82
UBLCP1	Q8WVY7
UBQLN1	Q9UMX0
UBQLN2	Q9UHD9
UBQLN4	Q9NRR5
UBR1	Q8IWV7
UBR2	Q8IWV8
UBR3	Q6ZT12
UBR4	Q5T4S7
UBR5	O95071
UBR7	Q8N806
UBTF	P17480
UBXN1	Q04323
UBXN7	O94888
UCHL1	P09936
UCHL3	P15374
UCHL5	Q9Y5K5
UCK2	Q9BZX2
UFC1	Q9Y3C8
UFD1	Q92890
UFL1	O94874
UFM1	P61960
UGDH	O60701
UGGT1	Q9NYU2
UGP2	Q16851
UHRF1	Q96T88
UHRF2	Q96PU4
UIMC1	Q96RL1
UMPS	P11172
UNC45A	Q9H3U1
UNK	Q9C0B0
UPF1	Q92900
UPF2	Q9HAU5
UPF3B	Q9BZI7
UQCRC1	P31930
UQCRH	P07919
URB1	O60287
URB2	Q14146
URI1	O94763
UROD	P06132
USO1	O60763
USP1	O94782
USP10	Q14694
USP11	P51784
USP14	P54578
USP15	Q9Y4E8
USP16	Q9Y5T5
USP19	O94966
USP22	Q9UPT9
USP24	Q9UPU5
USP28	Q96RU2
USP34	Q70CQ2
USP36	Q9P275
USP39	Q53GS9
USP4	Q13107
USP47	Q96K76
USP48	Q86UV5
USP5	P45974
USP54	Q70EL1
USP7	Q93009
USP8	P40818
USP9X	Q93008
UTP11	Q9Y3A2
UTP14A	Q9BVJ6
UTP15	Q8TED0
UTP18	Q9Y5J1
UTP20	O75691
UTP23	Q9BRU9
UTP3	Q9NQZ2
UTP4	Q969X6
UTP6	Q9NYH9
UTRN	P46939
VAC14	Q08AM6
VAMP7	P51809
VAPA	Q9P0L0
VAPB	O95292
VARS	P26640
VARS2	Q5ST30
VASP	P50552
VAT1	Q99536
VAV2	P52735
VBP1	P61758
VCL	P18206
VCP	P55072
VCPIP1	Q96JH7
VDAC1	P21796
VDAC2	P45880
VDAC3	Q9Y277
VEGFB	P49765
VIL1	P09327
VIM	P08670
VIRMA	Q69YN4
VPS13C	Q709C8
VPS16	Q9H269
VPS18	Q9P253
VPS25	Q9BRG1
VPS26A	O75436
VPS28	Q9UK41
VPS29	Q9UBQ0
VPS33A	Q96AX1
VPS35	Q96QK1
VPS35L	Q7Z3J2
VPS37B	Q9H9H4
VPS41	P49754
VPS45	Q9NRW7
VPS4A	Q9UN37
VPS4B	O75351
VPS50	Q96JG6
VPS51	Q9UID3
VPS53	Q5VIR6
VRK1	Q99986
VSIG8	P0DPA2
VTA1	Q9NP79
WAC	Q9BTA9
WAPL	Q7Z5K2
WARS	P23381
WASF1	Q92558
WASF2	Q9Y6W5
WASHC3	Q9Y3C0
WASHC4	Q2M389
WASHC5	Q12768
WASL	O00401
WBP11	Q9Y2W2
WBP2	Q969T9
WBP4	O75554
WDCP	Q9H6R7
WDFY3	Q8IZQ1
WDHD1	O75717
WDR1	O75083
WDR11	Q9BZH6
WDR12	Q9GZL7
WDR18	Q9BV38
WDR26	Q9H7D7
WDR3	Q9UNX4
WDR33	Q9C0J8
WDR36	Q8NI36
WDR4	P57081
WDR43	Q15061
WDR44	Q5JSH3
WDR46	O15213
WDR47	O94967
WDR48	Q8TAF3
WDR5	P61964
WDR55	Q9H6Y2
WDR6	Q9NNW5
WDR61	Q9GZS3
WDR62	O43379
WDR70	Q9NW82
WDR73	Q6P4I2
WDR75	Q8IWA0
WDR77	Q9BQA1
WDR81	Q562E7
WDR82	Q6UXN9
WDR91	A4D1P6
WDR92	Q96MX6
WIZ	O95785
WNK1	Q9H4A3
WNK2	Q9Y3S1
WNK4	Q96J92
WRAP53	Q9BUR4
WRN	Q14191
WRNIP1	Q96S55
WTAP	Q15007
XAB2	Q9HCS7
XBP1	P17861
XIAP	P98170
XIRP1	Q702N8
XPC	Q01831
XPNPEP1	Q9NQW7
XPO1	O14980
XPO4	Q9C0E2
XPO5	Q9HAV4
XPO7	Q9UIA9
XPOT	O43592
XRCC1	P18887
XRCC4	Q13426
XRCC5	P13010
XRCC6	P12956
XRN1	Q8IZH2
XRN2	Q9H0D6
YAP1	P46937
YARS	P54577
YARS2	Q9Y2Z4
YBX1	P67809
YBX2	Q9Y2T7
YBX3	P16989
YES1	P07947
YJU2	Q9BW85
YKT6	O15498
YLPM1	P49750
YTHDC1	Q96MU7
YTHDC2	Q9H6S0
YTHDF1	Q9BYJ9
YTHDF2	Q9Y5A9
YTHDF3	Q7Z739
YWHAB	P31946
YWHAE	P62258
YWHAG	P61981
YWHAH	Q04917
YWHAQ	P27348
YWHAZ	P63104
YY1	P25490
ZAP70	P43403
ZBP1	Q9H171
ZBTB10	Q96DT7
ZBTB16	Q05516
ZBTB33	Q86T24
ZC3H10	Q96K80
ZC3H11A	O75152
ZC3H13	Q5T200
ZC3H14	Q6PJT7
ZC3H15	Q8WU90
ZC3H18	Q86VM9
ZC3H4	Q9UPT8
ZC3H7A	Q8IWR0
ZC3H7B	Q9UGR2
ZC3H8	Q8N5P1
ZC3HAV1	Q7Z2W4
ZC3HAV1L	Q96H79
ZC3HC1	Q86WB0
ZCCHC14	Q8WYQ9
ZCCHC17	Q9NP64
ZCCHC2	Q9C0B9
ZCCHC24	Q8N2G6
ZCCHC3	Q9NUD5
ZCCHC7	Q8N3Z6
ZCCHC8	Q6NZY4
ZCCHC9	Q8N567
ZCRB1	Q8TBF4
ZDBF2	Q9HCK1
ZEB1	P37275
ZFC3H1	O60293
ZFHX4	Q86UP3
ZFP36	P26651
ZFP36L1	Q07352
ZFP36L2	P47974
ZFP91	Q96JP5
ZFR	Q96KR1
ZFYVE16	Q7Z3T8
ZGPAT	Q8N5A5
ZHX1	Q9UKY1
ZMAT2	Q96NC0
ZMAT3	Q9HA38
ZMAT5	Q9UDW3
ZMPSTE24	O75844
ZMYM1	Q5SVZ6
ZMYM2	Q9UBW7
ZMYM3	Q14202
ZMYM4	Q5VZL5
ZMYND8	Q9ULU4
ZNF106	Q9H2Y7
ZNF148	Q9UQR1
ZNF185	O15231
ZNF207	O43670
ZNF277	Q9NRM2
ZNF281	Q9Y2X9
ZNF318	Q5VUA4
ZNF326	Q5BKZ1
ZNF346	Q9UL40
ZNF385A	Q96PM9
ZNF503	Q96F45
ZNF512	Q96ME7
ZNF579	Q8NAF0
ZNF593	O00488
ZNF598	Q86UK7
ZNF622	Q969S3
ZNF629	Q9UEG4
ZNF638	Q14966
ZNF668	Q96K58
ZNF687	Q8N1G0
ZNF703	Q9H7S9
ZNF768	Q9H5H4
ZNF771	Q7L3S4
ZNF830	Q96NB3
ZNFX1	Q9P2E3
ZNHIT6	Q9NWK9
ZP2	Q05996
ZPR1	O75312
ZRANB2	O95218
ZW10	O43264
ZWILCH	Q9H900
ZYG11B	Q9C0D3
ZYX	Q15942
ZZEF1	O43149
